wave	0.081999	0.252502	0.423007	0.593005	0.764003	0.934001	1.104499	1.275002	1.446006	1.616005	1.786003	1.9565	2.127003	2.297507	2.468006	2.638005	2.809002	2.979	3.149503	3.320007	3.490506	3.661004	3.831002	4.001	4.172003	4.342507	4.513006	4.683004	4.853501	5.023999	5.194003	5.365007	5.535506	5.706003	5.876001	6.046	6.217002	6.387007	6.558005	6.728004	6.898001	7.068999	7.239002	7.410007	7.580505	7.751003	7.921001	8.090999	8.262002	8.432007	8.603004	8.773003	8.943001	9.113998	9.284006	9.455006	9.625005	9.795002	9.966	10.136003	10.306507	10.477007	10.648005	10.818003	10.988	11.158503	11.329006	11.500006	11.670004	11.840002	12.0105	12.181003	12.351507	12.522006	12.693004	12.863002	13.032999	13.203503	13.374006	13.545006
2198.637695	0	-0.200454	0.400059	0.117775	-0.077629	-0.260732	0.278638	0.212333	0.278563	0.277241	-0.048427	0.126976	-0.345379	0.583538	0.193072	0.637767	0.868278	-0.666802	0.95998	0.13061	0.816433	0.813267	-0.148585	-0.199765	-0.370945	-0.543589	-1.007365	0.161721	0.454912	-0.652537	-0.036318	0.967384	0.440573	0.221501	0.125779	-0.277738	-0.282149	-1.202332	1.023107	0.975896	-0.529142	0.088904	-0.243849	0.453007	-0.680666	0.258651	0.747356	0.163696	-0.484131	0.161468	0.125608	0.032018	0.250926	-0.342142	0.310704	0.299383	-0.628886	-0.111244	0.525549	0.626459	0.15185	0.233819	-0.518278	0.562085	0.660332	1.374377	0.143121	0.189573	-0.229716	-0.508366	-0.937884	-0.042206	-1.11576	0.618543	0.014054	0.473272	0.031548	-0.407594	0.813855	0.276143
2197.352051	0	-0.184842	0.363056	0.129062	-0.111135	-0.285612	0.156735	0.17231	0.21952	0.210414	-0.113893	0.082285	-0.300421	0.519993	0.188186	0.548766	0.785693	-0.617282	0.891352	0.156817	0.706941	0.705073	-0.15982	-0.217471	-0.388227	-0.52452	-0.861388	0.095208	0.339215	-0.617189	-0.088414	0.833779	0.373158	0.172303	0.120558	-0.243462	-0.285121	-1.086037	0.910299	0.802852	-0.50156	0.113687	-0.230883	0.386327	-0.619863	0.199665	0.641124	0.120997	-0.433985	0.117459	0.107084	0.009179	0.19846	-0.370596	0.309015	0.263736	-0.587453	-0.129059	0.401283	0.59021	0.131195	0.21979	-0.509896	0.509703	0.571885	1.239329	0.099945	0.133713	-0.300387	-0.421458	-0.850861	-0.112207	-1.08422	0.517398	0.018165	0.436384	0.095272	-0.41712	0.707909	0.236567
2196.066162	0	-0.186126	0.297074	0.140644	-0.157016	-0.286592	0.086987	0.125648	0.196315	0.136469	-0.166573	0.036851	-0.281983	0.497014	0.182068	0.448733	0.675682	-0.562938	0.837996	0.155997	0.592103	0.620155	-0.181553	-0.218581	-0.413643	-0.505433	-0.771718	0.037926	0.239318	-0.564653	-0.157516	0.72294	0.330122	0.118698	0.133794	-0.198551	-0.339437	-0.963851	0.845427	0.671863	-0.473709	0.147509	-0.23312	0.338467	-0.598575	0.175994	0.529371	0.09289	-0.410249	0.067219	0.063777	0.011549	0.150117	-0.416077	0.332205	0.212831	-0.516238	-0.152729	0.326715	0.537641	0.115544	0.192688	-0.534884	0.456172	0.494385	1.126639	0.031682	0.076977	-0.345903	-0.356658	-0.770446	-0.152489	-1.044413	0.424511	0.023085	0.388826	0.146252	-0.399306	0.644377	0.206275
2194.780518	0	-0.22443	0.202538	0.132422	-0.2137	-0.272861	0.061278	0.056909	0.174567	0.059787	-0.201176	-0.027448	-0.297035	0.468251	0.166974	0.350624	0.561731	-0.535616	0.751609	0.106405	0.491146	0.528933	-0.21226	-0.212491	-0.432853	-0.492068	-0.753062	-0.001784	0.153088	-0.515817	-0.223958	0.641098	0.295874	0.05635	0.132239	-0.149363	-0.405321	-0.86699	0.785062	0.574555	-0.464735	0.172764	-0.239228	0.298436	-0.604354	0.177426	0.418761	0.073795	-0.408598	0.018846	0.007011	0.01412	0.106673	-0.482698	0.333769	0.154701	-0.439943	-0.184718	0.289762	0.466074	0.103757	0.14173	-0.566739	0.39794	0.423571	1.028219	-0.034415	0.027094	-0.347419	-0.326737	-0.70006	-0.170701	-0.989259	0.338616	0.008717	0.333528	0.164052	-0.381377	0.597983	0.157367
2193.494629	0	-0.284761	0.104754	0.104665	-0.25414	-0.252922	0.064506	-0.016366	0.139382	-0.002618	-0.225183	-0.105848	-0.321536	0.415842	0.138667	0.282109	0.472144	-0.539307	0.627607	0.029796	0.428075	0.431243	-0.24067	-0.231089	-0.435504	-0.483507	-0.767456	-0.020114	0.089108	-0.490134	-0.257205	0.574519	0.254347	-0.00667	0.109441	-0.112231	-0.44807	-0.805797	0.707799	0.498049	-0.478309	0.174669	-0.23785	0.260401	-0.614465	0.167087	0.324823	0.065151	-0.407514	-0.018909	-0.047299	0.002194	0.078962	-0.551996	0.299245	0.104856	-0.365322	-0.214322	0.267207	0.393678	0.097689	0.076818	-0.577297	0.339349	0.363492	0.929252	-0.07735	-0.006499	-0.313641	-0.323061	-0.626299	-0.18132	-0.917541	0.255996	-0.025394	0.281978	0.156227	-0.384376	0.541154	0.095351
2192.208984	0	-0.337015	0.033812	0.077948	-0.25637	-0.230983	0.084938	-0.062546	0.103016	-0.034758	-0.242299	-0.178096	-0.335124	0.351192	0.100602	0.253204	0.417594	-0.549708	0.503605	-0.026407	0.404684	0.34459	-0.261779	-0.284262	-0.419789	-0.472427	-0.766696	-0.030257	0.058002	-0.482608	-0.237076	0.512675	0.202379	-0.053916	0.078383	-0.096318	-0.461335	-0.770902	0.627697	0.43778	-0.503241	0.152848	-0.225368	0.221837	-0.616356	0.120639	0.254721	0.058921	-0.402351	-0.050555	-0.082352	-0.023093	0.071785	-0.58387	0.245769	0.069691	-0.293509	-0.234725	0.237933	0.333662	0.096208	0.022112	-0.560928	0.281168	0.308595	0.826601	-0.096761	-0.029219	-0.270579	-0.333496	-0.545182	-0.185209	-0.833538	0.181137	-0.07021	0.243045	0.139423	-0.404335	0.461511	0.043885
2190.923096	0	-0.360765	0.002303	0.062815	-0.228919	-0.212999	0.106047	-0.070266	0.07979	-0.037654	-0.247511	-0.22487	-0.342511	0.291439	0.063358	0.240995	0.390157	-0.547284	0.417158	-0.033069	0.399964	0.283963	-0.27815	-0.341046	-0.393829	-0.453249	-0.734186	-0.047569	0.048669	-0.472499	-0.179112	0.461039	0.154279	-0.075385	0.046806	-0.094872	-0.461328	-0.749003	0.563982	0.387585	-0.524616	0.121919	-0.204283	0.183732	-0.606411	0.055172	0.202208	0.0431	-0.401007	-0.085778	-0.088495	-0.05586	0.074724	-0.552316	0.195331	0.042769	-0.234473	-0.245879	0.192561	0.286285	0.096946	-0.006618	-0.532219	0.222463	0.253068	0.725813	-0.109467	-0.054935	-0.234822	-0.349675	-0.47559	-0.169425	-0.746767	0.125869	-0.118086	0.217409	0.12205	-0.42192	0.373219	0.014782
2189.637451	0	-0.34936	-0.000403	0.041936	-0.192303	-0.210774	0.107984	-0.049389	0.066863	-0.034981	-0.238859	-0.243739	-0.356313	0.249435	0.035491	0.215026	0.375566	-0.537032	0.375682	-0.001233	0.394623	0.257696	-0.288343	-0.356276	-0.36605	-0.431437	-0.678814	-0.071899	0.039672	-0.443911	-0.12051	0.421259	0.122921	-0.081478	0.014346	-0.090387	-0.457242	-0.728078	0.516036	0.333608	-0.534128	0.091347	-0.179742	0.150466	-0.577904	0.00721	0.161763	0.020106	-0.395119	-0.119248	-0.070256	-0.089562	0.073018	-0.474311	0.158825	0.015222	-0.207443	-0.245972	0.137974	0.255315	0.095826	-0.011539	-0.506341	0.170723	0.210059	0.63288	-0.125479	-0.087673	-0.203954	-0.364616	-0.442372	-0.1285	-0.669674	0.09955	-0.16095	0.201255	0.108383	-0.410789	0.312501	0.006498
2188.351563	0	-0.305809	0.008098	0.012548	-0.161071	-0.214039	0.097098	-0.023863	0.060304	-0.031834	-0.211011	-0.237031	-0.367285	0.230194	0.029243	0.174662	0.371203	-0.512022	0.373571	0.045182	0.386469	0.252576	-0.283005	-0.320797	-0.340038	-0.407698	-0.615876	-0.078636	0.025412	-0.399359	-0.079055	0.397268	0.118947	-0.075141	-0.004445	-0.069135	-0.442255	-0.693873	0.485655	0.283285	-0.525469	0.077979	-0.144198	0.134998	-0.538849	0.003772	0.136335	0.013828	-0.368207	-0.130183	-0.036581	-0.10851	0.073275	-0.392148	0.136464	0.001606	-0.209185	-0.235114	0.100075	0.245456	0.097344	0.005548	-0.479471	0.141547	0.193472	0.557047	-0.128793	-0.104621	-0.169971	-0.366124	-0.436512	-0.067085	-0.600072	0.108952	-0.187746	0.199962	0.102513	-0.376693	0.299882	0.013746
